2022-05-11 14:03:33+00:00,b'Why do we (sometimes) struggle to ally with other women across #racial and other divides? Join Saundra Gilliard and\xe2\x80\xa6 https://t.co/BUWLjPxHUc',b'DanaTheus',"b'\xc3\x9cT: 38.885064,-77.096265'"
2022-05-11 14:02:06+00:00,b'Why do we (sometimes) struggle to ally with other women across #racial and other divides? Join Saundra Gilliard and\xe2\x80\xa6 https://t.co/wV0yA50YJ9',b'InPowerWomen',b''
2022-05-11 13:12:31+00:00,"b'@Dreamtwister6 @MalDutchieDad @radleybalko @GAAGO They didn\xe2\x80\x99t have permission to search, search warrant and No prob\xe2\x80\xa6 https://t.co/uQRO6gCPn8'",b'DeLanceCrockett',b'NEW ORLEANS WASH DC LONDON UAE'
2022-05-11 13:10:52+00:00,"b'@Jenn9925 @radleybalko @SCOTUSblog They didn\xe2\x80\x99t have permission to search, search warrant and No probable Cause\xe2\x80\xa6 https://t.co/2h7Tt0zaZ9'",b'DeLanceCrockett',b'NEW ORLEANS WASH DC LONDON UAE'
2022-05-11 13:07:28+00:00,"b'@stopbeingaderp @radleybalko They didn\xe2\x80\x99t have permission to search, search warrant and No probable Cause #racial-pr\xe2\x80\xa6 https://t.co/nfAgniRe18'",b'DeLanceCrockett',b'NEW ORLEANS WASH DC LONDON UAE'
2022-05-11 13:06:26+00:00,"b'@radleybalko They didn\xe2\x80\x99t have permission to search, search warrant and No probable Cause #racial-profile #racism an\xe2\x80\xa6 https://t.co/ZIXFXPWjZb'",b'DeLanceCrockett',b'NEW ORLEANS WASH DC LONDON UAE'
2022-05-11 12:33:26+00:00,"b'#Racial Differences in #Associations of #Cognitive #Health Status With #Happiness, #Helplessness, and #Hopelessness\xe2\x80\xa6 https://t.co/G77AhMfymq'",b'dremreumucu',b'Michigan '
2022-05-11 10:16:38+00:00,"b'Longstanding #systemic #inequities and structural #racism have resulted in limited #Economic, #housing, and\xe2\x80\xa6 https://t.co/3Wuw1SIAs9'",b'ReddySalina',b'Earth'
2022-05-11 10:16:35+00:00,"b'Higher #poverty levels saw larger #increases, with #racial and #ethnic #minorities more likely to #Live in\xe2\x80\xa6 https://t.co/tcMIeBotE0'",b'ReddySalina',b'Earth'
2022-05-11 10:16:33+00:00,b'The #firearm #homicide rate in the #USA reached its highest level since 1994 during the first year of the #COVID\xe2\x80\xa6 https://t.co/qZNRgK9nsw',b'ReddySalina',b'Earth'
